Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP0206,131672,26548,Salaried,42,Single,0,440,2,0.52,243788,1106005,3253028,84,Business,Rural,Postgraduate,Male,Self,0
APP0207,160849,38736,Self-Employed,38,Single,2,773,0,0.46,275977,920638,4306219,180,Education,Urban,Graduate,Female,Govt,0
APP0208,162321,61562,Salaried,55,Married,4,330,4,0.33,327802,1814931,1238092,24,Personal,Rural,Graduate,Male,Private,0
APP0209,140902,40409,Salaried,37,Single,4,362,4,0.59,235099,567487,2746587,240,Education,Semi-Urban,Undergraduate,Female,Self,0
APP0210,41390,9834,Salaried,44,Married,2,859,2,0.25,427689,601380,1698928,120,Personal,Semi-Urban,Graduate,Female,Govt,1
APP0211,40369,840,Self-Employed,22,Single,2,386,3,0.23,398953,387069,2132003,24,Home,Semi-Urban,Graduate,Female,Self,0
APP0212,163953,79409,Self-Employed,33,Married,1,603,0,0.57,362109,689182,116535,60,Education,Urban,Graduate,Male,Private,0
APP0213,29587,31568,Salaried,35,Single,3,360,1,0.53,444863,748873,3723776,60,Education,Rural,Postgraduate,Female,Self,0
APP0214,127009,10846,Self-Employed,25,Married,0,695,4,0.36,331198,1855121,939147,120,Home,Semi-Urban,Postgraduate,Female,Private,0
APP0215,158905,5899,Salaried,23,Married,0,633,2,0.13,6299,718954,2010499,60,Personal,Urban,Graduate,Male,Private,0
APP0216,67013,66101,Salaried,57,Married,4,710,3,0.18,461497,1668966,1579269,84,Business,Semi-Urban,Graduate,Female,Govt,0
APP0217,137341,38773,Self-Employed,57,Married,4,583,3,0.44,254240,264813,4139254,240,Home,Rural,Postgraduate,Male,Private,0
APP0218,147785,74723,Self-Employed,57,Single,1,765,0,0.28,333019,180499,2332728,36,Business,Semi-Urban,Postgraduate,Female,Govt,1
APP0219,166826,72762,Self-Employed,23,Single,2,379,4,0.55,168992,474833,1229568,36,Business,Rural,Graduate,Male,Govt,0
APP0220,127584,4311,Self-Employed,55,Married,0,376,0,0.62,453052,1716874,224953,180,Home,Urban,Undergraduate,Female,Govt,0
APP0221,98113,56888,Self-Employed,43,Married,1,839,1,0.53,178453,398933,3625395,360,Personal,Urban,Graduate,Male,Private,0
APP0222,106784,41616,Salaried,48,Married,4,660,1,0.28,381430,1912826,2591781,84,Business,Urban,Graduate,Male,Private,1
APP0223,55282,52134,Salaried,50,Married,4,376,1,0.52,483187,719935,2894569,360,Home,Semi-Urban,Undergraduate,Male,Govt,0
APP0224,187809,6083,Salaried,38,Married,0,808,3,0.26,365874,604025,3520150,36,Education,Urban,Graduate,Male,Govt,0
APP0225,44124,12598,Salaried,56,Single,4,463,4,0.15,323442,1982369,1736150,24,Education,Urban,Postgraduate,Male,Private,0
APP0226,90102,2580,Business,53,Married,4,308,0,0.07,422725,1072982,4996649,24,Education,Rural,Graduate,Male,Govt,0
APP0227,153268,57395,Salaried,46,Married,3,474,0,0.28,262510,1564480,974399,24,Home,Rural,Graduate,Male,Govt,0
APP0228,81527,42321,Business,37,Married,2,761,1,0.59,126035,227894,1150718,60,Education,Semi-Urban,Undergraduate,Male,Govt,0
APP0229,150371,9386,Self-Employed,27,Married,4,606,4,0.19,178167,1061449,2064901,60,Business,Urban,Graduate,Male,Self,0
APP0230,150942,53171,Self-Employed,28,Married,3,887,4,0.17,449740,125812,4342116,12,Education,Urban,Undergraduate,Female,Self,0
APP0231,116651,19522,Salaried,51,Single,1,544,2,0.63,376969,868480,2311854,24,Education,Urban,Graduate,Male,Private,0
APP0232,105395,65532,Self-Employed,32,Married,4,421,4,0.07,120637,547749,3790079,24,Business,Semi-Urban,Graduate,Female,Private,0
APP0233,31345,14635,Salaried,51,Married,1,484,4,0.52,266046,413926,1753854,48,Education,Rural,Graduate,Female,Private,0
APP0234,144544,671,Salaried,39,Married,4,331,0,0.24,465125,1002992,1378323,120,Business,Semi-Urban,Postgraduate,Female,Private,0
APP0235,54077,33545,Self-Employed,30,Married,0,868,4,0.07,339762,13448,1200675,36,Education,Urban,Graduate,Male,Private,0
APP0236,150429,54079,Salaried,59,Married,3,609,4,0.6,30532,1588062,4945228,60,Business,Semi-Urban,Undergraduate,Female,Private,0
APP0237,32055,26855,Salaried,32,Single,3,671,0,0.13,113197,597446,2072601,240,Education,Urban,Graduate,Male,Private,1
APP0238,123693,35790,Self-Employed,40,Single,0,895,4,0.38,135860,499600,4443834,60,Business,Urban,Undergraduate,Male,Govt,0
APP0239,105283,51012,Salaried,57,Married,2,355,0,0.21,65285,1509730,3420116,240,Home,Semi-Urban,Graduate,Male,Private,0
APP0240,64484,14260,Business,27,Married,3,572,2,0.09,286010,968303,886746,12,Business,Semi-Urban,Undergraduate,Female,Self,0
APP0241,97514,65139,Business,34,Married,1,763,3,0.08,143665,1273651,4421100,240,Education,Urban,Postgraduate,Male,Private,0
APP0242,110135,1074,Business,31,Married,3,755,0,0.12,276639,1214609,3944764,60,Education,Urban,Postgraduate,Male,Self,1
APP0243,55771,42676,Salaried,27,Single,2,548,0,0.09,251130,698367,4523678,180,Personal,Rural,Undergraduate,Female,Self,0
APP0244,197612,9475,Salaried,49,Single,1,377,4,0.51,274981,65470,4074389,60,Business,Urban,Postgraduate,Female,Govt,0
APP0245,130284,78414,Business,30,Married,1,833,0,0.34,212780,183328,2481791,84,Home,Urban,Postgraduate,Male,Private,1
APP0246,137399,15120,Salaried,49,Married,0,407,1,0.26,416896,1593603,2510686,180,Business,Urban,Graduate,Male,Private,0
APP0247,124885,23147,Business,29,Married,4,572,1,0.3,453692,1919062,3631674,24,Business,Urban,Graduate,Female,Self,1
APP0248,180449,1986,Business,56,Single,0,314,2,0.61,263750,1368906,2101283,36,Home,Urban,Undergraduate,Male,Self,0
APP0249,193805,32430,Business,30,Single,4,669,0,0.6,297490,26547,1967953,240,Business,Rural,Postgraduate,Male,Private,0
APP0250,149344,55479,Salaried,39,Married,0,603,4,0.48,113621,1143048,1018015,60,Home,Urban,Postgraduate,Male,Govt,0
APP0251,162832,2176,Salaried,51,Married,4,504,4,0.58,290556,1920831,957233,60,Home,Semi-Urban,Graduate,Female,Private,0
APP0252,133226,61918,Business,37,Single,3,412,3,0.24,486615,1560093,3712384,240,Business,Semi-Urban,Graduate,Female,Govt,0
APP0253,119250,27115,Salaried,29,Married,1,552,2,0.28,123833,1155463,720797,360,Business,Semi-Urban,Graduate,Female,Private,0
APP0254,45762,77442,Salaried,53,Married,4,740,4,0.42,429020,706791,1180523,36,Education,Rural,Postgraduate,Female,Self,0
APP0255,185404,40002,Self-Employed,54,Married,3,485,3,0.42,70206,942980,4237056,48,Education,Rural,Graduate,Male,Private,0
APP0256,191172,57124,Business,44,Single,2,526,4,0.34,15934,733771,3535256,120,Personal,Urban,Graduate,Male,Private,0
APP0257,156016,6610,Self-Employed,29,Married,0,827,3,0.29,297867,797118,1371975,24,Personal,Rural,Graduate,Male,Private,0
APP0258,68825,49752,Self-Employed,27,Married,2,653,1,0.64,395112,148608,695148,180,Business,Semi-Urban,Graduate,Male,Private,0
APP0259,33877,78947,Salaried,36,Single,3,300,1,0.54,418621,1344782,3066635,60,Home,Rural,Postgraduate,Male,Private,0
APP0260,181062,74716,Self-Employed,39,Married,2,852,4,0.31,154820,1883224,3610249,12,Personal,Semi-Urban,Graduate,Female,Private,0
APP0261,149065,47993,Business,59,Married,2,859,2,0.49,206838,1991121,2745983,36,Business,Rural,Postgraduate,Male,Self,0
APP0262,128443,10073,Salaried,26,Married,3,719,0,0.21,182485,1342373,3230822,240,Personal,Rural,Graduate,Female,Self,1
APP0263,119612,37251,Salaried,31,Married,1,460,2,0.11,420570,1594537,1002602,60,Home,Urban,Graduate,Male,Govt,0
APP0264,137674,71437,Business,32,Single,4,460,2,0.26,472706,141439,2448901,180,Business,Semi-Urban,Graduate,Male,Self,0
APP0265,135074,38897,Self-Employed,33,Married,0,427,0,0.29,389132,1068205,1222685,12,Home,Rural,Graduate,Male,Private,0
APP0266,154330,50906,Self-Employed,32,Married,4,450,1,0.06,486891,645044,2341625,120,Business,Rural,Graduate,Male,Private,0
APP0267,51629,51616,Self-Employed,41,Married,0,743,1,0.54,246630,1684505,4144409,120,Personal,Urban,Graduate,Female,Govt,0
APP0268,188651,4482,Salaried,30,Single,4,770,0,0.27,415604,1006140,1920305,180,Education,Semi-Urban,Postgraduate,Male,Private,1
APP0269,174030,72936,Salaried,40,Single,2,762,3,0.4,41523,465406,2258665,36,Personal,Urban,Graduate,Male,Self,0
APP0270,190537,39574,Self-Employed,56,Married,1,329,2,0.09,368294,287207,86680,12,Personal,Urban,Postgraduate,Male,Private,0
APP0271,35775,43284,Self-Employed,48,Married,2,772,4,0.15,388094,1330042,2198196,240,Education,Semi-Urban,Undergraduate,Male,Private,0
APP0272,185279,72932,Business,44,Single,1,856,1,0.58,455909,739906,1064279,12,Education,Urban,Postgraduate,Male,Private,0
APP0273,173625,7338,Business,25,Married,3,379,4,0.42,171804,508853,749444,84,Business,Rural,Graduate,Female,Private,0
APP0274,20055,42718,Salaried,57,Single,0,338,0,0.62,46646,799125,2499798,240,Business,Urban,Graduate,Female,Govt,0
APP0275,108697,12500,Salaried,32,Single,0,539,4,0.65,157093,1188889,659026,24,Home,Rural,Graduate,Male,Private,0
APP0276,183945,11545,Self-Employed,55,Single,3,856,4,0.27,229310,422994,1256093,48,Home,Urban,Graduate,Female,Private,0
APP0277,121505,61480,Self-Employed,22,Married,4,889,2,0.23,247024,1413099,1203109,24,Personal,Urban,Undergraduate,Male,Govt,1
APP0278,100720,5241,Self-Employed,59,Married,3,636,0,0.57,499275,1847659,972809,48,Education,Urban,Graduate,Male,Self,1
APP0279,98199,22821,Self-Employed,29,Single,3,579,4,0.65,262476,681326,239932,24,Home,Urban,Graduate,Male,Govt,0
APP0280,176390,4695,Business,42,Married,1,415,1,0.43,319920,795707,98648,12,Personal,Urban,Postgraduate,Male,Private,0
APP0281,53734,77066,Salaried,25,Married,3,568,0,0.53,286260,1094182,2341314,36,Education,Urban,Postgraduate,Male,Private,0
APP0282,169594,14318,Salaried,32,Single,0,634,1,0.52,470225,1658,3423721,180,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0283,162728,50934,Salaried,21,Single,2,611,3,0.26,117858,225571,939936,60,Personal,Urban,Graduate,Male,Govt,0
APP0284,166965,22331,Self-Employed,42,Married,1,352,4,0.39,224343,1121044,4539510,48,Business,Semi-Urban,Graduate,Male,Govt,0
APP0285,36493,52672,Salaried,58,Married,1,367,0,0.55,498213,1456040,2480929,60,Home,Urban,Postgraduate,Male,Self,0
APP0286,154704,76860,Salaried,39,Married,4,333,1,0.46,81620,1466229,2120796,84,Home,Rural,Graduate,Female,Private,0
APP0287,115872,68754,Salaried,36,Single,2,685,4,0.06,442987,695087,1664468,84,Education,Rural,Graduate,Male,Self,0
APP0288,81779,2837,Salaried,51,Single,1,548,2,0.25,426972,1197849,4276425,60,Personal,Semi-Urban,Graduate,Male,Self,0
APP0289,189524,40077,Self-Employed,23,Married,3,410,1,0.14,87604,565438,4161735,84,Business,Urban,Graduate,Male,Govt,1
APP0290,164338,79915,Salaried,43,Married,1,393,1,0.19,99452,770508,2796455,240,Education,Urban,Graduate,Male,Private,0
APP0291,141187,4239,Salaried,38,Single,1,709,3,0.59,401135,1850007,1074583,60,Home,Rural,Graduate,Male,Private,0
APP0292,136603,29669,Self-Employed,46,Married,1,478,2,0.07,290694,1300351,1098120,84,Home,Urban,Postgraduate,Male,Self,1
APP0293,81607,48624,Salaried,33,Married,4,346,3,0.18,172596,268520,3241963,48,Personal,Urban,Postgraduate,Male,Self,0
APP0294,36940,75147,Salaried,38,Single,1,675,2,0.24,452822,1362393,1231296,36,Business,Urban,Undergraduate,Male,Private,0
APP0295,175075,4150,Salaried,23,Married,1,886,1,0.42,204891,789908,2654590,84,Personal,Urban,Graduate,Male,Private,1
APP0296,147880,11109,Self-Employed,43,Single,4,501,3,0.37,75227,1297041,2628669,60,Business,Urban,Graduate,Male,Govt,0
APP0297,118408,26016,Salaried,23,Married,2,744,4,0.18,290356,856334,3919005,48,Business,Rural,Graduate,Male,Self,0
APP0298,54815,11936,Self-Employed,45,Married,0,596,2,0.15,307262,507726,2687929,60,Personal,Urban,Postgraduate,Male,Self,0
APP0299,181941,11036,Salaried,47,Single,4,607,1,0.19,295746,877701,2573517,120,Education,Semi-Urban,Postgraduate,Male,Govt,0
APP0300,69297,39236,Salaried,47,Married,4,792,0,0.35,22540,1781930,3091968,12,Personal,Urban,Graduate,Female,Private,0
APP0301,80107,14021,Salaried,59,Single,1,637,2,0.21,171901,980382,3626068,12,Personal,Urban,Undergraduate,Male,Govt,1
APP0302,102793,36943,Salaried,45,Married,1,365,2,0.62,192381,622619,2148468,12,Home,Rural,Graduate,Male,Private,0
APP0303,167754,50016,Self-Employed,44,Married,0,721,4,0.33,201475,1462407,1038494,24,Home,Urban,Postgraduate,Male,Self,0
APP0304,39622,23244,Self-Employed,28,Married,1,839,2,0.09,338599,535452,110046,240,Personal,Rural,Postgraduate,Female,Private,1
APP0305,50408,63027,Business,29,Married,3,792,2,0.49,27277,825748,3012227,60,Personal,Semi-Urban,Undergraduate,Male,Govt,0
APP0306,159909,38985,Salaried,57,Married,1,616,4,0.25,124133,1772496,3134266,240,Home,Urban,Postgraduate,Male,Private,0
APP0307,166479,1502,Salaried,50,Married,1,374,4,0.44,457889,1209207,4199956,60,Business,Rural,Undergraduate,Male,Self,0
APP0308,180381,53836,Self-Employed,39,Married,3,358,3,0.22,257196,325112,2262746,120,Personal,Urban,Graduate,Male,Private,0
APP0309,113190,3770,Salaried,36,Married,0,685,1,0.39,415892,1246448,558566,84,Education,Rural,Undergraduate,Male,Private,1
APP0310,169967,42865,Salaried,44,Single,3,314,1,0.51,441060,1712983,2825614,24,Education,Urban,Graduate,Male,Govt,1
APP0311,20370,53811,Salaried,41,Single,4,530,3,0.61,462924,438201,1883601,36,Education,Rural,Undergraduate,Female,Self,0
APP0312,134212,4001,Salaried,56,Single,3,498,1,0.21,276896,1251771,3583654,60,Personal,Urban,Postgraduate,Male,Self,0
APP0313,20486,60848,Business,59,Married,2,653,2,0.25,217620,1972657,3096613,48,Business,Semi-Urban,Undergraduate,Female,Private,0
APP0314,43762,52635,Self-Employed,26,Married,4,334,3,0.33,472927,1524963,2553240,84,Business,Rural,Graduate,Female,Govt,0
APP0315,46613,20946,Self-Employed,25,Single,1,461,3,0.61,438886,1552892,624382,180,Home,Rural,Postgraduate,Male,Govt,0
APP0316,23196,66134,Salaried,34,Married,4,770,1,0.59,203675,1707806,3841119,180,Personal,Rural,Postgraduate,Male,Govt,0
APP0317,120565,43744,Salaried,24,Married,0,830,0,0.1,167550,558382,4897418,36,Business,Rural,Postgraduate,Male,Private,0
APP0318,96349,39159,Salaried,28,Single,0,722,1,0.13,424655,317473,4132925,48,Personal,Rural,Graduate,Male,Self,1
APP0319,84839,23671,Salaried,44,Single,3,647,0,0.35,432963,1713153,803523,12,Home,Urban,Graduate,Male,Private,0
APP0320,192988,16450,Salaried,31,Married,4,446,3,0.11,252496,1032553,2190829,24,Home,Urban,Graduate,Female,Self,0
APP0321,28572,14908,Self-Employed,37,Married,1,673,0,0.26,392476,1393858,4173244,240,Home,Urban,Graduate,Female,Private,1
APP0322,179297,57275,Self-Employed,41,Single,0,715,2,0.14,428026,66141,4123992,360,Education,Urban,Undergraduate,Male,Private,1
APP0323,65853,44358,Salaried,46,Married,1,793,4,0.43,285446,153415,2554037,360,Personal,Urban,Graduate,Male,Private,0
APP0324,183347,49047,Business,47,Single,2,858,0,0.62,333380,652595,2659855,24,Home,Semi-Urban,Undergraduate,Female,Govt,0
APP0325,92379,35518,Self-Employed,36,Single,0,555,4,0.65,69467,1754758,1123799,84,Personal,Urban,Graduate,Female,Private,0
APP0326,152177,57813,Self-Employed,46,Single,3,402,2,0.28,369494,1979083,2601034,120,Education,Semi-Urban,Graduate,Female,Private,0
APP0327,136074,6806,Self-Employed,53,Married,2,420,4,0.41,433057,1550585,2567850,84,Education,Urban,Postgraduate,Male,Govt,0
APP0328,63209,40891,Salaried,51,Married,4,718,2,0.56,442929,977042,2993953,180,Home,Urban,Postgraduate,Male,Private,0
APP0329,193559,39220,Salaried,26,Single,1,649,4,0.12,447762,1473881,2836655,240,Home,Semi-Urban,Graduate,Male,Private,0
APP0330,169123,17158,Salaried,28,Single,0,341,4,0.46,260908,446811,1253888,180,Business,Rural,Postgraduate,Male,Self,0
APP0331,114244,27588,Self-Employed,27,Single,2,666,1,0.3,270192,1393917,322159,60,Personal,Semi-Urban,Postgraduate,Male,Private,1
APP0332,120300,62576,Salaried,54,Married,2,328,0,0.17,254212,868750,3015748,180,Home,Semi-Urban,Graduate,Male,Self,0
APP0333,134682,24188,Salaried,34,Married,0,313,4,0.29,431506,161101,4176255,360,Business,Urban,Undergraduate,Female,Private,0
APP0334,77175,58830,Salaried,36,Single,4,784,3,0.1,63906,603311,2198652,360,Personal,Semi-Urban,Undergraduate,Male,Private,0
APP0335,157921,4019,Salaried,29,Single,4,488,1,0.47,343781,1493116,3931684,240,Home,Urban,Postgraduate,Male,Private,0
APP0336,121551,12419,Business,30,Single,3,594,0,0.2,296922,838394,4468349,180,Business,Urban,Graduate,Male,Self,0
APP0337,38976,33697,Self-Employed,37,Single,4,482,1,0.24,163497,1423757,2852143,24,Business,Semi-Urban,Postgraduate,Male,Private,0
APP0338,150617,7973,Salaried,32,Married,3,847,0,0.12,243117,694402,1043694,24,Personal,Urban,Graduate,Male,Private,1
APP0339,119794,11136,Salaried,26,Single,2,336,2,0.57,219460,1660465,1817588,36,Business,Urban,Graduate,Male,Private,0
APP0340,76866,62502,Salaried,39,Single,0,313,4,0.35,125918,469596,4426463,120,Personal,Rural,Graduate,Female,Private,0
APP0341,137752,31285,Salaried,49,Married,4,894,3,0.39,357180,1133435,260861,240,Personal,Rural,Graduate,Male,Govt,0
APP0342,67078,23039,Salaried,26,Single,3,458,1,0.39,456392,615221,2988493,180,Personal,Urban,Undergraduate,Male,Govt,0
APP0343,51113,66720,Salaried,45,Married,2,793,1,0.3,410890,1094533,1896573,240,Education,Urban,Postgraduate,Male,Govt,1
APP0344,35401,59155,Salaried,44,Married,4,628,1,0.17,460618,1917872,4534045,84,Business,Urban,Postgraduate,Female,Self,0
APP0345,163956,16911,Self-Employed,45,Single,1,382,1,0.5,486947,1961366,274376,12,Personal,Urban,Graduate,Female,Govt,0
APP0346,188635,916,Self-Employed,36,Married,2,855,4,0.13,225979,830171,1688487,48,Home,Rural,Graduate,Female,Govt,0
APP0347,185486,59052,Salaried,36,Married,4,879,0,0.11,431269,300877,928269,84,Education,Urban,Graduate,Male,Private,1
APP0348,167214,69110,Salaried,26,Married,2,859,4,0.48,253505,569677,99314,84,Education,Rural,Undergraduate,Male,Private,0
APP0349,91492,17790,Self-Employed,57,Married,0,868,2,0.18,16957,160787,1838204,180,Business,Urban,Graduate,Male,Private,1
APP0350,96693,5206,Salaried,41,Married,0,886,4,0.23,339788,1743052,3525829,12,Personal,Rural,Undergraduate,Male,Govt,0
APP0351,55135,49950,Business,24,Married,0,321,4,0.34,451832,843354,3380250,24,Business,Urban,Postgraduate,Female,Self,0
APP0352,47862,56361,Self-Employed,54,Single,1,431,2,0.32,380438,1498043,1479911,24,Education,Rural,Graduate,Male,Self,0
APP0353,156262,61451,Salaried,48,Married,0,764,4,0.48,22829,979298,378897,84,Personal,Urban,Postgraduate,Female,Self,0
APP0354,90199,37696,Salaried,58,Married,1,755,0,0.42,272981,17580,2444538,120,Home,Semi-Urban,Graduate,Female,Private,0
APP0355,125366,68226,Self-Employed,48,Married,0,601,3,0.44,462357,378044,3327729,24,Personal,Urban,Undergraduate,Male,Private,0
APP0356,24331,46728,Salaried,37,Single,2,566,2,0.48,151104,394039,418406,60,Education,Urban,Undergraduate,Female,Govt,0
APP0357,64648,55401,Self-Employed,34,Married,4,694,1,0.23,104770,1307649,3449996,84,Home,Rural,Graduate,Male,Govt,1
APP0358,48549,66226,Business,27,Single,4,419,0,0.24,31352,223080,3033390,48,Personal,Rural,Graduate,Male,Govt,0
APP0359,45761,25103,Self-Employed,42,Single,0,545,3,0.31,35215,793516,2508020,12,Home,Rural,Postgraduate,Male,Private,0
APP0360,23262,34263,Salaried,21,Single,4,867,0,0.23,454535,1388711,1636444,36,Home,Semi-Urban,Undergraduate,Male,Private,1
APP0361,92572,76621,Self-Employed,49,Married,0,337,0,0.64,210714,1452399,3824150,360,Education,Rural,Graduate,Male,Private,0
APP0362,107858,50044,Salaried,51,Single,0,544,1,0.54,308391,606743,2164985,240,Home,Urban,Postgraduate,Male,Govt,0
APP0363,104667,57730,Salaried,50,Married,3,320,3,0.15,492518,1423260,3816437,84,Business,Urban,Postgraduate,Male,Private,0
APP0364,24677,25825,Business,35,Single,3,409,0,0.05,134692,1002434,2742787,24,Education,Urban,Postgraduate,Male,Private,0
APP0365,150334,76256,Salaried,38,Single,3,693,1,0.08,179120,376684,1172731,240,Business,Semi-Urban,Graduate,Male,Private,1
APP0366,121437,37271,Business,55,Married,1,709,2,0.2,255186,993859,3023375,48,Home,Urban,Postgraduate,Male,Private,1
APP0367,169667,77256,Business,50,Married,3,307,1,0.12,211604,1826161,4990172,180,Business,Urban,Undergraduate,Male,Govt,0
APP0368,80148,46732,Salaried,54,Married,0,743,4,0.37,71714,667329,164527,360,Personal,Semi-Urban,Graduate,Male,Self,0
APP0369,66926,66433,Salaried,31,Single,2,627,1,0.56,302463,803765,2872097,120,Home,Rural,Graduate,Female,Private,0
APP0370,95271,23572,Salaried,47,Married,3,589,1,0.49,124058,470452,4809649,36,Personal,Urban,Undergraduate,Female,Govt,1
APP0371,54457,38546,Salaried,44,Married,3,810,1,0.18,283169,1437902,2662705,180,Business,Urban,Graduate,Female,Govt,1
APP0372,62531,15150,Salaried,55,Married,2,660,0,0.29,14780,754207,3707202,48,Personal,Urban,Undergraduate,Female,Private,1
APP0373,148027,54165,Self-Employed,59,Single,0,898,3,0.35,289850,560956,776272,24,Home,Urban,Graduate,Male,Self,0
APP0374,65771,63690,Salaried,28,Single,1,518,1,0.54,178988,798377,2356142,60,Personal,Urban,Graduate,Female,Private,0
APP0375,113135,53664,Salaried,38,Single,3,705,1,0.55,80503,626816,996363,12,Business,Semi-Urban,Undergraduate,Male,Private,0
APP0376,86354,75199,Self-Employed,33,Single,2,519,4,0.6,166928,46526,189648,180,Business,Semi-Urban,Graduate,Male,Self,0
APP0377,132743,36948,Salaried,44,Married,0,894,4,0.36,370310,572005,489090,180,Business,Semi-Urban,Postgraduate,Female,Private,0
APP0378,188361,37030,Self-Employed,43,Married,4,406,2,0.47,14179,1501218,1568991,36,Home,Urban,Graduate,Male,Private,0
APP0379,53892,27007,Salaried,32,Single,1,880,2,0.12,174695,1805106,3494217,12,Business,Rural,Postgraduate,Female,Private,0
APP0380,149662,76772,Salaried,50,Married,2,585,4,0.39,153659,1263814,3965534,48,Home,Urban,Graduate,Female,Govt,0
APP0381,115057,22024,Self-Employed,51,Married,2,307,3,0.2,159805,509740,4631024,240,Personal,Semi-Urban,Graduate,Female,Private,0
APP0382,58409,39384,Self-Employed,48,Married,2,488,2,0.31,262282,1286220,905860,240,Business,Rural,Undergraduate,Female,Private,0
APP0383,185542,18157,Business,42,Married,3,380,3,0.43,486522,1401200,4992312,12,Personal,Urban,Graduate,Male,Self,0
APP0384,169457,1756,Self-Employed,48,Married,4,407,4,0.2,104423,1530688,4248625,120,Education,Urban,Postgraduate,Male,Private,0
APP0385,174368,68112,Self-Employed,33,Single,1,620,2,0.08,128076,733709,3173544,84,Personal,Rural,Graduate,Male,Private,0
APP0386,138566,58051,Salaried,45,Married,0,878,1,0.06,140047,1032540,3881657,120,Education,Urban,Postgraduate,Male,Private,1
APP0387,81716,64595,Salaried,27,Married,0,645,4,0.06,259477,1184249,2841108,120,Personal,Semi-Urban,Graduate,Male,Self,0
APP0388,109152,78210,Self-Employed,26,Married,4,627,2,0.06,214527,1847938,365111,180,Home,Urban,Undergraduate,Female,Self,0
APP0389,46382,43094,Self-Employed,44,Single,2,854,3,0.12,342282,1577197,2835575,180,Personal,Semi-Urban,Graduate,Female,Private,0
APP0390,96675,4535,Business,39,Married,2,601,3,0.19,181535,1774871,4135572,360,Home,Urban,Graduate,Male,Private,0
APP0391,42419,56035,Salaried,39,Single,2,499,2,0.18,497812,1168960,4057883,24,Home,Urban,Graduate,Male,Private,0
APP0392,101238,47367,Salaried,56,Single,2,718,3,0.64,178226,1066415,162620,48,Business,Semi-Urban,Graduate,Male,Private,0
APP0393,190363,17118,Self-Employed,29,Married,2,338,2,0.23,211748,837769,2926137,48,Home,Urban,Postgraduate,Male,Govt,0
APP0394,32397,59812,Salaried,56,Single,4,606,2,0.13,91706,433420,3822674,360,Education,Urban,Graduate,Female,Private,0
APP0395,77888,59884,Business,58,Single,3,303,3,0.38,121905,20195,1156571,180,Business,Urban,Undergraduate,Male,Govt,0
APP0396,55169,66168,Business,49,Single,1,376,0,0.56,33830,1469640,180112,36,Business,Urban,Graduate,Male,Self,1
APP0397,82182,13280,Salaried,44,Single,2,767,1,0.46,377220,613517,1841770,36,Personal,Urban,Graduate,Male,Private,0
APP0398,112476,14746,Self-Employed,25,Married,3,478,4,0.23,470342,1948259,832129,24,Home,Urban,Postgraduate,Male,Self,0
APP0399,62249,53251,Self-Employed,46,Married,0,575,1,0.39,444961,112265,983580,12,Home,Rural,Postgraduate,Male,Private,0
APP0400,179413,10207,Salaried,34,Married,4,451,4,0.48,297753,1309351,1809775,180,Education,Urban,Graduate,Male,Private,0
APP0401,95603,71127,Business,59,Married,3,463,4,0.49,22401,1220502,1628256,240,Personal,Semi-Urban,Graduate,Male,Private,0
APP0402,197216,27757,Salaried,49,Single,2,589,1,0.45,425945,1936994,1615474,240,Personal,Urban,Graduate,Male,Govt,0
APP0403,99360,16226,Self-Employed,26,Married,2,677,2,0.57,370624,1361718,3668789,180,Business,Urban,Postgraduate,Male,Private,0
APP0404,33444,61407,Salaried,27,Single,2,609,3,0.57,123278,198462,74809,60,Business,Rural,Postgraduate,Female,Govt,0
APP0405,196719,27206,Business,57,Single,3,688,0,0.4,181239,1342278,673761,12,Business,Urban,Graduate,Male,Private,0
APP0406,143662,20256,Salaried,38,Single,2,482,0,0.31,230253,1837993,4173053,240,Education,Rural,Undergraduate,Male,Private,0
APP0407,118843,33822,Salaried,43,Single,3,605,0,0.43,324535,1896802,2614527,84,Education,Urban,Undergraduate,Male,Private,0
APP0408,30974,41340,Business,58,Married,2,371,1,0.54,131543,43585,4238656,120,Business,Semi-Urban,Postgraduate,Female,Govt,1
APP0409,132150,52234,Salaried,21,Married,0,518,1,0.05,396030,1264462,648998,180,Personal,Semi-Urban,Undergraduate,Male,Govt,0
APP0410,189455,43351,Salaried,24,Married,0,472,2,0.65,99583,302408,3378996,60,Education,Rural,Graduate,Female,Private,0
APP0411,114826,48671,Business,55,Married,1,571,0,0.16,194243,426542,3248804,84,Personal,Semi-Urban,Graduate,Male,Self,0
APP0412,117648,75320,Business,43,Married,2,767,2,0.33,486312,1919824,335498,120,Personal,Semi-Urban,Graduate,Male,Private,1
APP0413,154028,35157,Self-Employed,47,Married,2,568,0,0.57,142719,1606886,4902976,120,Home,Urban,Graduate,Male,Private,0
APP0414,159149,19937,Self-Employed,46,Single,3,319,1,0.19,419322,1457459,3503705,24,Business,Urban,Postgraduate,Male,Private,0
